3947>> Voyager Spec #1[BP = 536.8, 10241]" 
TYPE MASSSPEC
499.985486	760.097
500.007777	754.159
500.030068	774.162
500.052359	805.103
500.074651	821.98
500.096944	847.921
500.119237	864.798
500.141531	856.047
500.163825	793.227
500.186119	714.154
500.208414	659.147
500.230710	636.019
500.253006	670.086
500.275302	675.086
500.297600	639.144
500.319897	616.016
500.342195	614.141
500.364494	639.144
500.386793	641.02
500.409092	620.079
500.431392	587.263
500.453693	568.198
500.475994	581.012
500.498295	602.89
500.520597	606.953
500.542900	601.015
500.565203	574.136
500.587507	574.136
500.609811	570.073
500.632115	569.135
500.654420	576.011
500.676726	587.888
500.699032	606.953
500.721338	650.083
500.743645	751.034
500.765953	901.053
500.788261	1036.07
500.810569	1086.08
500.832878	1022.01
500.855188	910.117
500.877497	806.041
500.899808	763.223
500.922119	742.283
500.944430	738.22
500.966742	732.281
500.989055	749.158
501.011368	778.225
501.033681	793.227
501.055995	800.102
501.078310	814.167
501.100625	842.295
501.122940	850.109
501.145256	830.106
501.167572	770.099
501.189889	723.218
501.212207	695.089
501.234525	671.023
501.256843	648.208
501.279162	644.145
501.301481	631.018
501.323801	628.205
501.346122	628.205
501.368443	626.018
501.390764	621.017
501.413086	605.077
501.435408	591.013
501.457731	596.014
501.480055	611.953
501.502379	621.017
501.524703	631.956
501.547028	619.142
501.569353	614.141
501.591679	618.204
501.614006	637.269
501.636332	638.207
501.658660	632.268
501.680988	638.207
501.703316	675.086
501.725645	706.028
501.747974	739.157
501.770304	764.16
501.792634	793.226
501.814965	792.289
501.837297	774.161
501.859628	726.03
501.881961	731.031
501.904294	730.093
501.926627	730.093
501.948961	717.279
501.971295	693.214
501.993630	688.213
502.015965	723.217
502.038301	758.222
502.060637	763.222
502.082974	743.22
502.105311	728.218
502.127649	733.219
502.149988	747.283
502.172326	741.032
502.194666	695.089
502.217005	667.273
502.239346	663.21
502.261687	648.208
502.284028	643.207
502.306370	621.017
502.328712	626.017
502.351055	626.017
502.373398	631.018
502.395742	607.265
502.418086	606.015
502.440431	624.142
502.462776	649.145
502.485122	628.205
502.507468	600.077
502.529815	563.197
502.552162	577.261
502.574510	603.202
502.596858	647.27
502.619207	644.145
502.641556	640.082
502.663906	659.147
502.686256	749.158
502.708607	856.047
502.730958	960.123
502.753310	1003.25
502.775662	1025.13
502.798014	1013.25
502.820368	990.126
502.842721	927.306
502.865076	860.11
502.887430	818.229
502.909785	803.228
502.932141	807.291
502.954497	823.23
502.976854	861.047
502.999211	920.117
503.021569	951.997
503.043927	970.124
