3996>> Voyager Spec #1[BP = 537.0, 12516]" 
TYPE MASSSPEC
499.979637	475.17
500.001929	499.234
500.024221	504.2
500.046514	500.38
500.068808	464.093
500.091102	435.063
500.113396	423.222
500.135691	430.098
500.157987	440.029
500.180283	454.162
500.202580	443.085
500.224877	449.196
500.247174	449.196
500.269472	493.123
500.291771	516.041
500.314070	538.959
500.336369	529.028
500.358669	525.208
500.380970	495.033
500.403271	476.316
500.425572	446.141
500.447874	435.063
500.470177	422.076
500.492480	428.952
500.514783	435.827
500.537087	453.016
500.559392	430.098
500.581697	396.103
500.604002	401.068
500.626308	412.145
500.648615	417.111
500.670921	420.931
500.693229	402.214
500.715537	405.27
500.737845	393.047
500.760154	391.137
500.782464	371.274
500.804774	379.296
500.827084	371.274
500.849395	386.171
500.871707	396.103
500.894018	423.986
500.916331	415.201
500.938644	422.076
500.960957	457.218
500.983271	536.285
501.005586	591.289
501.027901	625.284
501.050216	562.259
501.072532	537.049
501.094848	504.2
501.117165	523.298
501.139483	521.007
501.161800	520.243
501.184119	491.213
501.206438	479.372
501.228757	461.037
501.251077	480.9
501.273397	482.046
501.295718	508.02
501.318040	506.11
501.340362	504.2
501.362684	495.033
501.385007	486.247
501.407330	464.093
501.429654	449.196
501.451978	419.021
501.474303	422.076
501.496629	406.034
501.518954	388.081
501.541281	378.15
501.563608	384.261
501.585935	395.339
501.608263	402.214
501.630591	390.373
501.652920	386.171
501.675249	375.094
501.697579	378.15
501.719909	371.275
501.742240	377.004
501.764572	366.309
501.786903	372.038
501.809236	370.129
501.831568	384.261
501.853902	376.24
501.876236	380.06
501.898570	388.081
501.920905	404.124
501.943240	407.18
501.965576	421.313
501.987912	422.076
502.010249	459.891
502.032586	470.969
502.054924	483.956
502.077262	473.26
502.099601	460.273
502.121940	440.029
502.144280	425.132
502.166620	423.222
502.188961	433.154
502.211302	454.162
502.233644	502.29
502.255986	522.153
502.278329	545.071
502.300672	510.311
502.323016	488.157
502.345360	466.003
502.367705	456.072
502.390050	439.265
502.412396	464.093
502.434742	457.218
502.457089	469.059
502.479436	447.286
502.501784	449.196
502.524132	420.167
502.546481	414.055
502.568830	406.034
502.591180	420.931
502.613530	393.047
502.635880	373.184
502.658232	362.107
502.680583	389.991
502.702936	407.944
502.725288	441.939
502.747641	445.759
502.769995	434.299
502.792349	417.111
502.814704	407.18
502.837059	403.36
502.859415	432.008
502.881771	462.183
502.904128	522.153
502.926485	533.23
502.948842	555.002
502.971201	535.14
502.993559	536.285
503.015918	539.341
