TITLE "<<11301>> Voyager Spec #1[BP = 1836.1, 5077]" 
TYPE MASSSPEC
499.983667	160.056
500.006026	158.041
500.028385	164.084
500.050745	163.154
500.073106	155.097
500.095467	156.027
500.117828	160.985
500.140190	162.999
500.162552	160.056
500.184915	168.113
500.207279	167.028
500.229643	159.126
500.252007	163.154
500.274372	162.07
500.296737	162.07
500.319103	162.07
500.341470	159.126
500.363837	165.014
500.386204	159.126
500.408572	160.056
500.430941	162.07
500.453309	161.14
500.475679	154.013
500.498049	160.056
500.520419	166.098
500.542790	166.098
500.565162	161.14
500.587533	156.027
500.609906	162.07
500.632279	161.14
500.654652	162.07
500.677026	158.041
500.699401	160.985
500.721776	157.112
500.744151	162.07
500.766527	154.013
500.788903	162.07
500.811280	160.056
500.833658	159.126
500.856036	162.07
500.878414	162.07
500.900793	160.056
500.923172	162.999
500.945552	162.999
500.967933	163.929
500.990314	164.859
501.012695	156.957
501.035077	169.972
501.057459	158.041
501.079842	164.084
501.102226	163.154
501.124610	168.113
501.146994	159.126
501.169379	158.041
501.191764	166.098
501.214150	168.113
501.236537	166.098
501.258924	159.126
501.281311	163.154
501.303699	167.028
501.326087	167.958
501.348476	167.028
501.370866	162.07
501.393256	166.098
501.415646	157.112
501.438037	161.14
501.460428	161.14
501.482820	163.154
501.505213	173.071
501.527606	170.127
501.549999	166.098
501.572393	162.07
501.594787	165.014
501.617182	163.154
501.639578	158.041
501.661974	160.985
501.684370	161.915
501.706767	164.859
501.729164	160.985
501.751562	169.042
501.773961	152.154
501.796360	162.07
501.818759	158.041
501.841159	167.028
501.863559	165.014
501.885960	171.986
501.908362	160.056
501.930764	164.084
501.953166	156.027
501.975569	162.999
501.997972	163.929
502.020376	172.916
502.042781	166.098
502.065186	169.042
502.087591	166.098
502.109997	170.127
502.132403	171.056
502.154810	167.028
502.177218	166.098
502.199626	176.015
502.222034	165.014
502.244443	173.071
502.266852	166.098
502.289262	171.056
502.311673	165.014
502.334084	162.07
502.356495	159.126
502.378907	165.014
502.401319	167.958
502.423732	169.972
502.446146	161.14
502.468560	164.084
502.490974	166.098
502.513389	170.127
502.535804	164.084
502.558220	160.056
502.580637	160.056
502.603054	164.084
502.625471	162.07
502.647889	160.056
502.670307	162.07
502.692726	167.028
502.715146	159.126
502.737566	160.056
502.759986	160.056
502.782407	160.985
502.804828	156.027
502.827250	160.056
502.849673	167.028
502.872096	173.071
502.894519	175.085
502.916943	187.016
502.939367	191.044
502.961792	201.115
502.984218	196.002
503.006644	198.946
503.029070	204.989
503.051497	203.13
503.073924	211.032
503.096352	208.088
503.118781	196.002
503.141210	196.932
503.163639	190.114
503.186069	194.143
503.208499	186.086
503.230930	183.142
503.253362	185.001
